Time,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW
,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
550,0.907182,0.938923,0.816141,0.848996,0.88867,0.84926,0.873905,0.890962,0.875921,0.869741,0.920199,0.905128,1.04807,0.989507,0.862696,0.883108,0.8907,0.872612,0.863867,0.877315,0.903872,0.880186,0.873547,0.878357,0.895361,0.892134,0.894295,0.873891,0.874146,0.867905,0.859301,0.879008,0.88323,0.887408,0.896235,0.879929,0.879636,1.04147,0.872493,0.879209,0.868617,0.881178,1.00705,0.895693,0.885227,0.879105,0.884545,0.900509,0.873613,0.884975,1.03889,0.870135,0.888283,0.874689,0.890474,0.893968
551,0.903386,0.943421,0.823704,0.846921,0.890167,0.847448,0.873741,0.889686,0.874617,0.872374,0.920141,0.902063,1.03439,0.992946,0.859037,0.883732,0.892588,0.872344,0.867096,0.880557,0.905245,0.875984,0.875086,0.877533,0.89732,0.893584,0.89406,0.875846,0.873405,0.868947,0.858118,0.877145,0.882059,0.890218,0.896321,0.882046,0.880248,1.03044,0.875048,0.885955,0.862443,0.881952,1.00716,0.89524,0.886982,0.880934,0.886685,0.902168,0.871364,0.882256,1.03967,0.871926,0.886099,0.878503,0.892215,0.892686
552,0.904916,0.946844,0.82314,0.842072,0.890302,0.844118,0.874553,0.89057,0.874513,0.873254,0.918434,0.903437,1.02607,0.996485,0.853443,0.884427,0.894008,0.87077,0.865909,0.884509,0.907673,0.874037,0.876097,0.877193,0.89831,0.892469,0.897645,0.874706,0.870168,0.868348,0.853432,0.875161,0.882526,0.887721,0.896777,0.881801,0.877465,1.02087,0.87674,0.884265,0.857825,0.882893,1.00148,0.894997,0.88736,0.880992,0.888568,0.906407,0.86392,0.878337,1.03108,0.872345,0.881972,0.879824,0.891479,0.892634
553,0.90817,0.947757,0.823269,0.836459,0.890891,0.842164,0.872299,0.890812,0.874094,0.874003,0.92024,0.905589,1.01648,0.996092,0.850484,0.880152,0.893161,0.866129,0.867434,0.885006,0.911166,0.872796,0.876447,0.876777,0.894924,0.888064,0.900994,0.874277,0.866189,0.864936,0.849192,0.874528,0.882036,0.885907,0.896881,0.882244,0.874269,1.01203,0.879466,0.885461,0.853602,0.883398,0.994604,0.895317,0.888787,0.874546,0.888252,0.906175,0.857695,0.875891,1.0276,0.873012,0.877845,0.880457,0.888841,0.880101
554,0.907491,0.94562,0.827685,0.837902,0.893779,0.843761,0.872397,0.887407,0.882055,0.874407,0.920412,0.905293,1.00459,0.998196,0.850046,0.876401,0.891298,0.860954,0.869065,0.885189,0.91113,0.872427,0.877642,0.873395,0.891631,0.882554,0.89948,0.877291,0.866528,0.860431,0.849401,0.873526,0.880358,0.889657,0.894262,0.882845,0.868845,0.990265,0.879618,0.88928,0.845436,0.883854,0.991296,0.889627,0.887654,0.862518,0.887893,0.908094,0.860344,0.873927,1.02198,0.874387,0.874319,0.883699,0.881795,0.880358
555,0.910513,0.94638,0.818051,0.831391,0.894849,0.845529,0.873623,0.885349,0.879416,0.873467,0.920589,0.90735,0.996321,1.00624,0.85363,0.882853,0.89147,0.867404,0.868063,0.887334,0.912001,0.872971,0.8757,0.870833,0.891141,0.883027,0.901681,0.875738,0.869066,0.860224,0.84541,0.872805,0.876897,0.896221,0.891406,0.883342,0.864294,0.986658,0.881049,0.889632,0.847194,0.88161,0.988833,0.886676,0.887533,0.865961,0.891004,0.910224,0.863051,0.873473,1.01826,0.873979,0.87637,0.885731,0.882444,0.882371
556,0.909233,0.951018,0.820871,0.828012,0.890809,0.847739,0.87439,0.88205,0.87877,0.875864,0.916269,0.908671,0.987681,1.00752,0.85344,0.883844,0.89322,0.868073,0.871315,0.888628,0.906801,0.874062,0.876429,0.871223,0.892405,0.88412,0.896612,0.878362,0.872597,0.862567,0.847033,0.87522,0.876788,0.901002,0.890393,0.884784,0.871278,0.978939,0.883425,0.887561,0.846224,0.882477,0.982386,0.885812,0.888698,0.866828,0.889351,0.910681,0.8612,0.876038,1.01094,0.873998,0.874688,0.88747,0.883433,0.881944
557,0.905541,0.954696,0.812653,0.833006,0.891644,0.850829,0.877303,0.887168,0.883284,0.87875,0.911615,0.90564,0.981633,1.00967,0.851102,0.884717,0.890976,0.872342,0.875187,0.888968,0.906933,0.877298,0.880325,0.876271,0.894408,0.885433,0.893398,0.879838,0.874801,0.86447,0.851802,0.879848,0.881768,0.902604,0.893842,0.883842,0.873414,0.975537,0.88347,0.884997,0.848472,0.886391,0.977698,0.89169,0.88363,0.867502,0.88737,0.9094,0.864188,0.878328,1.00755,0.876729,0.874176,0.890682,0.885987,0.885289
558,0.905278,0.956328,0.808684,0.835556,0.89074,0.848849,0.883654,0.887032,0.88138,0.879161,0.906055,0.904184,0.972711,1.00656,0.851836,0.886764,0.890983,0.87236,0.878629,0.888609,0.905068,0.877457,0.879574,0.875356,0.896141,0.887332,0.892463,0.885382,0.877701,0.866571,0.855013,0.877864,0.879779,0.904344,0.892099,0.88405,0.87275,0.969246,0.884364,0.893825,0.846937,0.88398,0.968932,0.891252,0.88377,0.870748,0.887423,0.906678,0.86051,0.8751,0.998491,0.877413,0.877147,0.889851,0.885849,0.889938
559,0.903572,0.954649,0.803365,0.828383,0.890477,0.847372,0.886923,0.886125,0.880041,0.878232,0.904053,0.903555,0.961236,1.00413,0.853866,0.890412,0.890765,0.871887,0.877567,0.885164,0.900253,0.879422,0.878728,0.87537,0.899962,0.886735,0.888749,0.888226,0.880442,0.865548,0.8535,0.877222,0.87771,0.903056,0.891849,0.881678,0.872329,0.96126,0.883603,0.89443,0.846575,0.882845,0.965225,0.891453,0.881388,0.870826,0.884103,0.905575,0.857074,0.876212,1.00032,0.875435,0.877949,0.886828,0.886878,0.895138
560,0.901599,0.953605,0.806635,0.818256,0.895413,0.846389,0.890546,0.885576,0.881101,0.879101,0.904983,0.901108,0.952544,1.00472,0.854139,0.891462,0.890485,0.867708,0.877648,0.884719,0.896634,0.878645,0.879932,0.876077,0.89777,0.883252,0.886756,0.890254,0.880349,0.866016,0.851478,0.876351,0.878759,0.903254,0.890636,0.880084,0.871247,0.966832,0.881993,0.897224,0.847434,0.884128,0.95928,0.890946,0.878316,0.871293,0.885872,0.904958,0.857266,0.872936,0.998498,0.875188,0.87751,0.88696,0.881775,0.895606
561,0.895863,0.952408,0.814202,0.810348,0.886579,0.845529,0.889238,0.88455,0.881424,0.877995,0.903535,0.898446,0.949797,1.00626,0.853036,0.890581,0.886251,0.866606,0.872555,0.883469,0.880831,0.875735,0.878996,0.874914,0.897,0.884739,0.872997,0.88581,0.879418,0.864979,0.848396,0.875077,0.878909,0.901037,0.89043,0.880595,0.871968,0.962055,0.882538,0.896186,0.848228,0.883869,0.958867,0.889887,0.878915,0.87114,0.882931,0.905326,0.854661,0.868398,1.00123,0.873709,0.87583,0.886565,0.882019,0.893838
562,0.889276,0.94676,0.814492,0.80891,0.885931,0.845427,0.886709,0.883268,0.881592,0.8695,0.891992,0.885157,0.946466,1.00824,0.852326,0.889036,0.883498,0.866248,0.870859,0.880429,0.88703,0.874401,0.872644,0.873778,0.894662,0.884057,0.876147,0.884368,0.87931,0.863386,0.84756,0.874167,0.878508,0.898028,0.888326,0.865991,0.871354,0.955226,0.87867,0.893946,0.84311,0.880961,0.962322,0.887864,0.865694,0.869637,0.877053,0.905819,0.853884,0.86546,1.00472,0.867974,0.869714,0.885477,0.880594,0.891913
563,0.891188,0.943725,0.811878,0.807289,0.884461,0.845182,0.88406,0.876756,0.884222,0.872778,0.89357,0.888451,0.934076,0.998098,0.848678,0.88694,0.879476,0.864581,0.867594,0.879945,0.885843,0.867216,0.878448,0.866793,0.890776,0.883627,0.875392,0.881586,0.876826,0.862605,0.846393,0.867981,0.882814,0.896046,0.88965,0.871366,0.871961,0.943147,0.878238,0.891559,0.836444,0.884527,0.962565,0.876359,0.870617,0.869964,0.876363,0.901215,0.853046,0.862172,1.00763,0.871693,0.868062,0.889395,0.879133,0.891587
564,0.891832,0.936368,0.803002,0.811196,0.88276,0.84589,0.887004,0.879514,0.88486,0.87341,0.889025,0.88757,0.929493,0.993084,0.845375,0.884462,0.876135,0.864443,0.86843,0.878142,0.888224,0.869513,0.879416,0.868378,0.889158,0.882331,0.876154,0.879425,0.872855,0.865322,0.844727,0.87004,0.884441,0.895785,0.891306,0.872538,0.873343,0.934217,0.878691,0.893156,0.836608,0.885777,0.964686,0.878351,0.871301,0.870848,0.874739,0.899591,0.851088,0.863292,1.01333,0.872616,0.866476,0.890938,0.877811,0.889286
565,0.892047,0.927716,0.791857,0.821705,0.882645,0.847482,0.8975,0.881383,0.887206,0.873657,0.881584,0.888538,0.918909,0.98094,0.847182,0.889496,0.877236,0.870066,0.880361,0.87627,0.888511,0.872809,0.880155,0.869323,0.89219,0.88913,0.875933,0.883049,0.872945,0.870785,0.840183,0.872817,0.886668,0.889221,0.892157,0.87466,0.876481,0.924249,0.878635,0.893573,0.835264,0.88711,0.952044,0.878944,0.872505,0.877239,0.873394,0.89701,0.852344,0.867551,1.00417,0.873686,0.860699,0.888597,0.882185,0.893642
566,0.900592,0.922465,0.788452,0.823627,0.883398,0.847981,0.898962,0.885099,0.889537,0.877097,0.880006,0.891692,0.912217,0.975813,0.847801,0.892572,0.880437,0.872436,0.883776,0.87924,0.894918,0.877239,0.882456,0.872355,0.895888,0.892467,0.885854,0.885228,0.872923,0.873908,0.845814,0.877356,0.889616,0.891827,0.895681,0.877265,0.880718,0.920897,0.881979,0.894511,0.833704,0.890279,0.945642,0.882728,0.874877,0.879375,0.879525,0.89258,0.852405,0.872046,1.00233,0.876529,0.857621,0.891763,0.884118,0.895603
567,0.899476,0.922232,0.787188,0.830859,0.885119,0.849078,0.899252,0.886553,0.890701,0.881469,0.877697,0.894194,0.909867,0.976306,0.846728,0.895804,0.880582,0.874921,0.886754,0.878895,0.899059,0.883813,0.886147,0.87469,0.898114,0.892395,0.883612,0.888705,0.872205,0.874564,0.848956,0.880157,0.891373,0.903428,0.899218,0.879865,0.880166,0.918218,0.881308,0.899043,0.832223,0.892964,0.944555,0.884627,0.876728,0.878272,0.880047,0.902651,0.852239,0.879821,1.00297,0.878669,0.85475,0.894208,0.884868,0.895539
568,0.907035,0.91971,0.791911,0.839329,0.886091,0.848345,0.897718,0.886896,0.881644,0.881961,0.875949,0.902691,0.909568,0.980519,0.84286,0.897665,0.8829,0.871712,0.885284,0.881424,0.905601,0.881958,0.88536,0.87336,0.896809,0.890699,0.891182,0.889484,0.869118,0.875452,0.846493,0.877052,0.890462,0.901205,0.898396,0.882451,0.878965,0.91243,0.879385,0.899438,0.828738,0.890451,0.943693,0.886161,0.881993,0.879543,0.885013,0.903825,0.847118,0.879097,1.00533,0.878364,0.850137,0.89116,0.882921,0.894965
569,0.911046,0.917216,0.796835,0.844319,0.881691,0.847807,0.897953,0.893235,0.890022,0.884071,0.871706,0.907853,0.902493,0.980462,0.83871,0.892057,0.881224,0.864583,0.883468,0.879714,0.905,0.876474,0.890039,0.878817,0.894686,0.887858,0.892354,0.886699,0.863788,0.874597,0.845625,0.872859,0.898626,0.899068,0.904491,0.884259,0.875129,0.903427,0.877787,0.897063,0.823819,0.895837,0.936429,0.892621,0.884768,0.873601,0.885149,0.904151,0.846545,0.875555,1.00417,0.883196,0.840429,0.890671,0.879694,0.893411
570,0.911821,0.913916,0.801742,0.841998,0.879518,0.84742,0.896924,0.89608,0.892015,0.882244,0.874315,0.907293,0.901545,0.975469,0.831188,0.889034,0.879066,0.862028,0.879624,0.878391,0.905544,0.875402,0.889343,0.879754,0.892345,0.885119,0.892609,0.883159,0.851694,0.870667,0.844346,0.8741,0.902461,0.89617,0.907947,0.882132,0.864032,0.897711,0.873902,0.893703,0.819516,0.895676,0.929591,0.893425,0.882607,0.870488,0.882683,0.902758,0.8451,0.87505,1.00316,0.881102,0.836238,0.888065,0.877612,0.890678
571,0.912756,0.909622,0.805556,0.836659,0.877489,0.848185,0.89254,0.891304,0.88865,0.879119,0.875763,0.908145,0.902486,0.97752,0.827771,0.883405,0.875175,0.85819,0.877796,0.875294,0.905339,0.872545,0.886271,0.876417,0.885611,0.881603,0.892766,0.880674,0.846267,0.868289,0.839493,0.871419,0.8983,0.894497,0.903754,0.881277,0.853117,0.89713,0.8703,0.892562,0.821806,0.891431,0.928069,0.889843,0.882561,0.866423,0.880539,0.901654,0.841047,0.871429,1.00762,0.878409,0.841458,0.885101,0.872074,0.885549
572,0.91237,0.905919,0.806581,0.826523,0.877334,0.852553,0.889199,0.888729,0.887891,0.877992,0.87978,0.908595,0.901614,0.982846,0.826211,0.87766,0.871797,0.85416,0.872003,0.874105,0.902168,0.870158,0.884759,0.874208,0.883818,0.877796,0.890393,0.874156,0.842534,0.863525,0.838787,0.868991,0.897488,0.894052,0.902311,0.881093,0.857268,0.891632,0.868722,0.888135,0.822864,0.891289,0.926861,0.886012,0.882422,0.862054,0.879783,0.901202,0.835713,0.869885,1.00866,0.876348,0.840447,0.885283,0.869296,0.881648
573,0.910869,0.905222,0.805654,0.826569,0.874575,0.860569,0.887126,0.886755,0.886143,0.875898,0.88104,0.907193,0.899941,0.987375,0.828173,0.874836,0.867975,0.855637,0.875497,0.872648,0.902231,0.866052,0.882587,0.871624,0.87572,0.877321,0.889525,0.86978,0.842919,0.862457,0.838616,0.866324,0.895324,0.897815,0.899085,0.880639,0.858374,0.881463,0.864588,0.88784,0.824991,0.889336,0.929333,0.883631,0.882245,0.858279,0.87921,0.901804,0.838343,0.865793,1.00631,0.874994,0.842025,0.885009,0.870049,0.875953
574,0.910065,0.902823,0.799996,0.836999,0.867627,0.861983,0.886287,0.887169,0.885604,0.874786,0.878313,0.908006,0.901307,0.988328,0.832851,0.875282,0.868528,0.861169,0.875855,0.874657,0.904459,0.861064,0.881817,0.870089,0.874661,0.877792,0.889189,0.865856,0.84448,0.860966,0.839475,0.863558,0.893653,0.900398,0.898228,0.882446,0.860566,0.866637,0.866553,0.887368,0.828892,0.889041,0.934662,0.88295,0.884535,0.863575,0.877263,0.904094,0.849638,0.867062,1.00683,0.875717,0.846326,0.887572,0.870388,0.878138
575,0.914136,0.899584,0.791614,0.846305,0.871535,0.866821,0.886336,0.887279,0.884543,0.873384,0.875138,0.911207,0.89986,0.990691,0.833255,0.877782,0.869941,0.86439,0.879666,0.874674,0.909304,0.859314,0.880905,0.868694,0.875113,0.881459,0.89623,0.870978,0.844567,0.860315,0.842653,0.862891,0.893125,0.902812,0.897733,0.882581,0.866217,0.86642,0.86699,0.894621,0.830824,0.888472,0.934732,0.881924,0.885492,0.867854,0.879182,0.903354,0.853427,0.868199,1.0079,0.875514,0.846045,0.887633,0.8748,0.879162
576,0.914956,0.896102,0.78042,0.854864,0.877743,0.870805,0.890139,0.892219,0.887753,0.876897,0.875642,0.911054,0.892363,0.990856,0.834601,0.880093,0.872523,0.866775,0.88202,0.876013,0.911361,0.862614,0.884629,0.873379,0.879023,0.88774,0.900475,0.872188,0.846336,0.860475,0.84699,0.869095,0.896411,0.906452,0.901199,0.885541,0.867109,0.858041,0.870823,0.899551,0.834915,0.892128,0.928302,0.885456,0.887003,0.869374,0.881714,0.90361,0.856386,0.873115,1.0069,0.878155,0.848319,0.888817,0.879866,0.880983
577,0.916829,0.894518,0.781875,0.855624,0.883349,0.872431,0.893633,0.887892,0.881178,0.873215,0.87125,0.911929,0.886795,0.999378,0.838476,0.882986,0.875972,0.869845,0.88883,0.878594,0.912959,0.866557,0.879111,0.872993,0.880574,0.889134,0.903825,0.878711,0.847693,0.864003,0.848532,0.87211,0.887794,0.907177,0.895637,0.884312,0.865826,0.851707,0.874274,0.908391,0.836697,0.88945,0.922505,0.881876,0.887654,0.870698,0.883833,0.905981,0.857872,0.876006,1.01124,0.874827,0.852026,0.888204,0.880679,0.88338
578,0.916827,0.892659,0.778962,0.859125,0.887965,0.875636,0.896595,0.88853,0.885242,0.876499,0.868944,0.912463,0.881933,1.00227,0.840169,0.889757,0.880516,0.879743,0.897872,0.884456,0.911527,0.866118,0.882739,0.873196,0.882228,0.890139,0.904976,0.892089,0.847845,0.870874,0.851456,0.87279,0.890794,0.911442,0.897841,0.889299,0.8639,0.860568,0.878012,0.907998,0.839361,0.89387,0.920088,0.880913,0.891409,0.873681,0.888335,0.90555,0.859673,0.877766,1.0062,0.879592,0.852381,0.891727,0.884049,0.885803
579,0.920319,0.889178,0.775011,0.860899,0.893588,0.875024,0.894258,0.889423,0.887785,0.879731,0.867058,0.913282,0.877279,1.00327,0.840124,0.895707,0.884815,0.878706,0.896225,0.888798,0.910221,0.863283,0.885914,0.872819,0.883239,0.890995,0.907606,0.897245,0.851812,0.86635,0.849249,0.869978,0.892356,0.916365,0.899572,0.891546,0.867739,0.856481,0.882327,0.911899,0.839277,0.896349,0.91714,0.882451,0.893787,0.872678,0.893807,0.903938,0.860655,0.879426,1.00398,0.883189,0.853221,0.89608,0.886515,0.889179
580,0.920674,0.887344,0.764611,0.86434,0.891512,0.874248,0.895834,0.890599,0.891213,0.882599,0.866794,0.91275,0.874614,1.00577,0.838718,0.894492,0.885648,0.875564,0.895931,0.891701,0.911309,0.863346,0.889468,0.874982,0.88188,0.882793,0.908381,0.899433,0.850668,0.865676,0.850942,0.871619,0.893338,0.922009,0.900055,0.895156,0.866542,0.858486,0.883323,0.913294,0.839525,0.898247,0.912492,0.883994,0.896164,0.869826,0.895451,0.901431,0.862489,0.879062,1.00214,0.886836,0.852513,0.900031,0.879376,0.889376
581,0.915703,0.885187,0.75914,0.866876,0.895214,0.873774,0.899159,0.886891,0.891223,0.880619,0.865737,0.908985,0.872262,1.01068,0.838139,0.893732,0.882744,0.881035,0.901505,0.887742,0.90957,0.859617,0.889161,0.871534,0.877806,0.88066,0.901879,0.902714,0.849,0.867729,0.845957,0.867717,0.891845,0.926197,0.897371,0.896813,0.866849,0.860601,0.879827,0.91813,0.83905,0.896934,0.917071,0.880326,0.895644,0.868905,0.88979,0.905256,0.867068,0.874528,1.01084,0.886974,0.853651,0.89917,0.884641,0.890255
582,0.912217,0.877023,0.754742,0.869199,0.895471,0.872663,0.900318,0.887837,0.892594,0.876977,0.862167,0.902588,0.864017,1.00617,0.836616,0.892153,0.884042,0.880498,0.902329,0.891524,0.898504,0.853754,0.887881,0.871545,0.8812,0.878793,0.899436,0.901783,0.846941,0.86637,0.843617,0.866135,0.893351,0.916786,0.896772,0.895167,0.864673,0.867953,0.882357,0.919317,0.840533,0.897848,0.912771,0.88107,0.890109,0.867761,0.891403,0.888944,0.868134,0.870927,1.00854,0.887262,0.855368,0.901464,0.883426,0.890318
583,0.898779,0.872937,0.748745,0.872389,0.895342,0.875012,0.903135,0.889686,0.895382,0.877826,0.856549,0.886347,0.860237,1.00189,0.837368,0.892042,0.884535,0.882739,0.905901,0.89127,0.886416,0.856629,0.888737,0.873869,0.87946,0.877931,0.889134,0.902673,0.848349,0.868699,0.84761,0.867571,0.895247,0.919571,0.898132,0.890923,0.864057,0.862202,0.88661,0.922361,0.843539,0.900451,0.911895,0.883318,0.879615,0.866245,0.885443,0.882026,0.868611,0.869742,1.00735,0.886208,0.857836,0.904282,0.882577,0.889501
584,0.881286,0.869766,0.744098,0.87066,0.896671,0.87536,0.90359,0.87926,0.887905,0.877313,0.849518,0.858526,0.862791,0.993684,0.838468,0.896826,0.889318,0.887576,0.908244,0.892894,0.876441,0.854856,0.883582,0.866192,0.880763,0.888065,0.88135,0.906048,0.850121,0.875232,0.850699,0.866827,0.885381,0.924831,0.889339,0.884718,0.865776,0.856056,0.889718,0.923286,0.844784,0.893392,0.917656,0.874636,0.866424,0.871465,0.882142,0.877327,0.870912,0.868889,1.01481,0.877362,0.857562,0.902449,0.88795,0.891454
585,0.87524,0.867824,0.74061,0.868811,0.893916,0.873671,0.905076,0.877207,0.887018,0.880269,0.840944,0.847529,0.858349,0.997998,0.840562,0.898139,0.893501,0.889578,0.908436,0.895921,0.868846,0.859326,0.887608,0.868959,0.880586,0.888354,0.875716,0.907223,0.850142,0.88112,0.852675,0.872751,0.878957,0.92398,0.880593,0.880772,0.864856,0.854916,0.899707,0.923855,0.845829,0.896788,0.925503,0.871943,0.858505,0.872099,0.881883,0.871463,0.871153,0.869486,1.02506,0.878541,0.858174,0.909227,0.888002,0.896477
586,0.865728,0.866755,0.737547,0.868861,0.895992,0.871252,0.904009,0.88185,0.889955,0.882751,0.834493,0.834074,0.860386,0.990706,0.840049,0.899537,0.89521,0.887144,0.905841,0.899873,0.861269,0.857818,0.890719,0.872462,0.882115,0.887766,0.86417,0.907086,0.850154,0.878253,0.851584,0.87272,0.883895,0.920709,0.884168,0.874191,0.865376,0.849342,0.902396,0.925598,0.846155,0.900449,0.927587,0.876482,0.847983,0.873801,0.879555,0.869081,0.87042,0.868511,1.02578,0.880221,0.856968,0.913081,0.886477,0.897165
587,0.858273,0.867226,0.734936,0.866238,0.894373,0.868975,0.904605,0.886608,0.892549,0.879164,0.825476,0.8215,0.856596,0.980431,0.838612,0.899699,0.897723,0.885701,0.907455,0.902513,0.85941,0.857863,0.891787,0.874914,0.881094,0.886453,0.858294,0.905805,0.850446,0.879489,0.849535,0.873207,0.888718,0.917767,0.88631,0.862873,0.861176,0.847242,0.904382,0.924765,0.845823,0.902264,0.94595,0.882749,0.831269,0.874064,0.878551,0.869727,0.868346,0.867209,1.03503,0.87731,0.856526,0.915365,0.884197,0.896455
588,0.849423,0.868739,0.73384,0.864709,0.895065,0.862281,0.904952,0.88639,0.889558,0.864031,0.818728,0.815623,0.851767,0.972338,0.837081,0.896716,0.894955,0.884733,0.904289,0.900495,0.85356,0.856368,0.889389,0.873326,0.87975,0.885534,0.854585,0.904194,0.850278,0.879456,0.847846,0.87202,0.88712,0.91527,0.88552,0.855259,0.858639,0.850086,0.901549,0.923325,0.845178,0.899764,0.943117,0.882257,0.81746,0.873926,0.876151,0.869097,0.866615,0.86674,1.03101,0.875919,0.855387,0.91296,0.881871,0.897391
589,0.842992,0.870888,0.730125,0.863283,0.89272,0.860165,0.90662,0.881687,0.88576,0.853712,0.816172,0.811958,0.847734,0.972049,0.830894,0.893039,0.892512,0.880074,0.902406,0.893763,0.84919,0.857253,0.886344,0.868547,0.879138,0.883898,0.853738,0.902064,0.846462,0.87797,0.846897,0.870274,0.886972,0.919727,0.884686,0.854979,0.855207,0.854092,0.898656,0.922017,0.842024,0.898056,0.943196,0.878295,0.813549,0.869444,0.872195,0.86405,0.86282,0.866348,1.02752,0.873052,0.849861,0.908863,0.879626,0.895763
590,0.838175,0.870394,0.726449,0.861794,0.88603,0.856468,0.908396,0.881178,0.883837,0.851477,0.8162,0.810023,0.840011,0.970901,0.827371,0.88821,0.888541,0.876884,0.901163,0.891172,0.838488,0.855765,0.884327,0.867276,0.877206,0.88041,0.845269,0.897301,0.842491,0.878402,0.844535,0.86833,0.885405,0.921851,0.884233,0.85461,0.84804,0.84952,0.895616,0.917684,0.839966,0.896179,0.944675,0.876257,0.810181,0.864308,0.86847,0.861576,0.859841,0.864732,1.02309,0.871663,0.84873,0.907635,0.876089,0.893736
591,0.832919,0.868872,0.725709,0.85854,0.884334,0.849752,0.906717,0.877428,0.880236,0.856249,0.813313,0.807326,0.840008,0.968357,0.826614,0.888704,0.886998,0.87537,0.903278,0.888864,0.825611,0.852014,0.879726,0.863906,0.874053,0.875228,0.827844,0.9002,0.841407,0.880072,0.84,0.864338,0.881194,0.921675,0.88038,0.853416,0.845305,0.847826,0.891283,0.916449,0.837382,0.891342,0.943485,0.874515,0.804589,0.863792,0.866531,0.859625,0.857023,0.862453,1.01975,0.870522,0.848917,0.904837,0.873823,0.89167
592,0.829285,0.868127,0.728086,0.857231,0.878673,0.847446,0.905147,0.874869,0.881028,0.868026,0.811484,0.804799,0.84045,0.970838,0.826165,0.88925,0.886608,0.873684,0.897795,0.888877,0.819184,0.849468,0.879295,0.862727,0.875458,0.874284,0.824925,0.895853,0.840203,0.878647,0.838552,0.863668,0.880272,0.920583,0.878187,0.854903,0.843787,0.845447,0.890955,0.908507,0.838689,0.890655,0.946944,0.873542,0.805368,0.861292,0.864486,0.857412,0.856205,0.86163,1.02008,0.871278,0.845865,0.90509,0.875806,0.890953
